status,occurrence_key,institutionCode,family,species,license,width,height,dorsal_score,raw_path,skeleton_path,url
accepted,2446115935,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7729,0.3769,0.9980,0.9751,0.0220,0.0006,museum_butterfly_dorsal/raw_images/nhmuk_2446115935.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115935_skeleton.png,https://data.nhm.ac.uk/media/ea120938-1297-4764-a9a7-c3747494ffca
accepted,4910226946,NHMUK,Papilionidae,Papilio fuscus,http://creativecommons.org/licenses/by/4.0/,1440,1080,0.6233,0.2912,0.9980,0.9974,0.0000,0.0078,museum_butterfly_dorsal/raw_images/nhmuk_4910226946.jpg,museum_butterfly_dorsal/skeletons/nhmuk_4910226946_skeleton.png,https://data.nhm.ac.uk/media/4c93da83-60c7-449e-9c91-930bf3306505
accepted,2446091922,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8197,0.3945,0.9980,0.9971,0.0000,0.0006,museum_butterfly_dorsal/raw_images/nhmuk_2446091922.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446091922_skeleton.png,https://data.nhm.ac.uk/media/fee4f5d6-669b-401b-b105-3eecff215f4c
accepted,2446091911,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7942,0.3366,0.9980,0.9971,0.0000,0.0003,museum_butterfly_dorsal/raw_images/nhmuk_2446091911.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446091911_skeleton.png,https://data.nhm.ac.uk/media/9691fec3-41f7-4db5-a7e3-6f4ca97c6332
accepted,2446091930,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7802,0.4693,0.9932,0.9971,0.0049,0.0033,museum_butterfly_dorsal/raw_images/nhmuk_2446091930.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446091930_skeleton.png,https://data.nhm.ac.uk/media/5f817eb3-1a7c-436a-a03a-b553c77b44c4
accepted,2446091934,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8138,0.3640,0.9980,0.9971,0.0000,0.0014,museum_butterfly_dorsal/raw_images/nhmuk_2446091934.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446091934_skeleton.png,https://data.nhm.ac.uk/media/f4a55f4c-decb-4b93-931d-70f218c1280a
accepted,2446091923,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8028,0.3805,0.9980,0.9971,0.0000,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446091923.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446091923_skeleton.png,https://data.nhm.ac.uk/media/4a131c3a-c0a4-421d-97c8-0b0855b09efb
accepted,2446091932,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7870,0.4149,0.9873,0.9971,0.0029,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446091932.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446091932_skeleton.png,https://data.nhm.ac.uk/media/2ee6a6d6-adbe-47e3-8729-7ded595081f9
accepted,2446115824,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7898,0.3981,0.9980,0.9971,0.0000,0.0004,museum_butterfly_dorsal/raw_images/nhmuk_2446115824.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115824_skeleton.png,https://data.nhm.ac.uk/media/7f1ea286-4dd6-4831-9088-e504e261f9c4
accepted,2446092942,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7929,0.4214,0.9932,0.9956,0.0051,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446092942.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446092942_skeleton.png,https://data.nhm.ac.uk/media/40331efd-e1ac-4715-be0d-9d82fba29f04
accepted,2446115945,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8071,0.4246,0.9590,0.9956,0.0235,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446115945.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115945_skeleton.png,https://data.nhm.ac.uk/media/517d21b1-8e45-4392-aefe-98854b3594b4
accepted,2446115924,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7970,0.3559,0.9980,0.9927,0.0044,0.0005,museum_butterfly_dorsal/raw_images/nhmuk_2446115924.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115924_skeleton.png,https://data.nhm.ac.uk/media/376a4745-f3a7-48a5-83b3-887e7da908da
accepted,2446115966,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8048,0.4288,0.9912,0.9971,0.0029,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446115966.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115966_skeleton.png,https://data.nhm.ac.uk/media/180cf5da-02ab-4ca6-bd64-b08ab0d2368b
accepted,2446115978,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7591,0.4275,0.9639,0.9780,0.0203,0.0003,museum_butterfly_dorsal/raw_images/nhmuk_2446115978.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115978_skeleton.png,https://data.nhm.ac.uk/media/dd6f8da4-39f8-4619-9821-662761c927ce
accepted,2446115952,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8053,0.3999,0.9980,0.9971,0.0000,0.0007,museum_butterfly_dorsal/raw_images/nhmuk_2446115952.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115952_skeleton.png,https://data.nhm.ac.uk/media/b522737c-d4f3-4ff6-a013-0d6d0a2b7f39
accepted,2446115948,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7803,0.4028,0.9980,0.9927,0.0044,0.0003,museum_butterfly_dorsal/raw_images/nhmuk_2446115948.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115948_skeleton.png,https://data.nhm.ac.uk/media/3f7de0b5-2e81-410d-bcc5-6cd37eb6569b
accepted,2446115957,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8258,0.4297,0.9980,0.9941,0.0029,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446115957.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115957_skeleton.png,https://data.nhm.ac.uk/media/26749e0d-db49-4afd-9092-5edc24f0e0d2
accepted,2446115980,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7442,0.4057,0.9980,0.9912,0.0059,0.0007,museum_butterfly_dorsal/raw_images/nhmuk_2446115980.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115980_skeleton.png,https://data.nhm.ac.uk/media/63ada15b-f9b5-44d1-b0c1-6aafc51bdf9d
accepted,2446115972,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7936,0.4434,0.9980,0.9897,0.0073,0.0010,museum_butterfly_dorsal/raw_images/nhmuk_2446115972.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115972_skeleton.png,https://data.nhm.ac.uk/media/75be27fe-bcd1-4f66-8be6-6c0263b78724
accepted,2446115983,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8082,0.4452,0.9922,0.9971,0.0020,0.0001,museum_butterfly_dorsal/raw_images/nhmuk_2446115983.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115983_skeleton.png,https://data.nhm.ac.uk/media/a77d939d-cc50-41ad-bf4e-957daf1037f0
accepted,2446090955,NHMUK,Papilionidae,Ornithoptera aesacus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7707,0.3666,0.9902,0.9971,0.0078,0.0005,museum_butterfly_dorsal/raw_images/nhmuk_2446090955.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446090955_skeleton.png,https://data.nhm.ac.uk/media/58d9f6df-5d14-4da4-ae31-b2e0643b8900
accepted,2446312225,NHMUK,Papilionidae,Trogonoptera brookiana,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8277,0.3445,0.9980,0.9971,0.0000,0.0041,museum_butterfly_dorsal/raw_images/nhmuk_2446312225.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446312225_skeleton.png,https://data.nhm.ac.uk/media/a1b0170c-9ae7-4092-8fc5-27d26a59c05a
accepted,2446115982,NHMUK,Papilionidae,Ornithoptera priamus,http://creativecommons.org/licenses/by/4.0/,1440,960,0.7819,0.3658,0.9980,0.9971,0.0000,0.0002,museum_butterfly_dorsal/raw_images/nhmuk_2446115982.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446115982_skeleton.png,https://data.nhm.ac.uk/media/78e67962-8a87-4550-a0d9-279fe3534f13
accepted,2446312411,NHMUK,Papilionidae,Trogonoptera brookiana,http://creativecommons.org/licenses/by/4.0/,1440,960,0.8017,0.3194,0.9980,0.9971,0.0000,0.0046,museum_butterfly_dorsal/raw_images/nhmuk_2446312411.jpg,museum_butterfly_dorsal/skeletons/nhmuk_2446312411_skeleton.png,https://data.nhm.ac.uk/media/6ddbe05e-4f24-4266-929f-c9e0d81f2135
