source_image,status,reconstruction_path,dorsal_score,view_ok,equation,a,b,c,d,m1,q1,m2,q2,kx,h1,k1,r1,h2,k2,r2,detail_mean
nhmuk_1265647193.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1265647193_math.png,0.703989,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.081316,7.041455,5.407377,1.889174,-0.406989,-0.030508,0.413367,-0.029073,0.002037,-0.359601,-0.000478,0.429301,0.359601,0.000478,0.428663,0.003323
nhmuk_1291180947.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291180947_math.png,0.725081,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.928296,6.877035,5.253677,1.942587,-0.431473,-0.036427,0.439674,-0.034581,0.001268,-0.359487,-0.000615,0.426853,0.359487,0.000615,0.426033,0.002977
nhmuk_1291182689.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291182689_math.png,0.671285,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.760659,6.550284,4.782170,2.351597,-0.458295,-0.048190,0.491955,-0.040616,-0.001089,-0.357896,-0.002524,0.424171,0.357896,0.002524,0.420805,0.058806
nhmuk_1291182723.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291182723_math.png,0.671040,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.578796,6.398794,4.743550,2.265704,-0.487393,-0.053643,0.516193,-0.047163,-0.001282,-0.358200,-0.002160,0.421261,0.358200,0.002160,0.418381,0.047431
nhmuk_1291184060.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291184060_math.png,0.661444,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.342935,6.318744,4.753874,2.009120,-0.525130,-0.056525,0.529001,-0.055654,-0.001231,-0.359758,-0.000290,0.417487,0.359758,0.000290,0.417100,0.017699
nhmuk_1291188835.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291188835_math.png,0.664745,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.968162,6.861823,5.199086,2.016905,-0.425094,-0.036974,0.442108,-0.033146,0.000995,-0.358937,-0.001276,0.427491,0.358937,0.001276,0.425789,0.044105
nhmuk_1291194366.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291194366_math.png,0.660932,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.311047,6.234327,4.636636,2.148198,-0.530233,-0.059564,0.542508,-0.056802,-0.001817,-0.359233,-0.000921,0.416977,0.359233,0.000921,0.415749,0.010184
nhmuk_1291195866.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291195866_math.png,0.712064,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.363371,6.172474,4.542580,2.393703,-0.521861,-0.061791,0.552404,-0.054919,-0.002287,-0.358091,-0.002291,0.417814,0.358091,0.002291,0.414760,0.026959
nhmuk_1291203039.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291203039_math.png,0.687239,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.338759,6.291984,4.733971,1.996075,-0.525799,-0.057489,0.533283,-0.055805,-0.001330,-0.359532,-0.000561,0.417420,0.359532,0.000561,0.416672,0.013247
nhmuk_1291203358.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291203358_math.png,0.679834,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.343041,6.222078,4.483733,2.352815,-0.525113,-0.060005,0.544468,-0.055651,-0.002581,-0.358790,-0.001452,0.417489,0.358790,0.001452,0.415553,0.042005
nhmuk_1291206453.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291206453_math.png,0.667828,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.291362,6.303569,4.747795,1.982130,-0.533382,-0.057072,0.531429,-0.057511,-0.001261,-0.360122,0.000146,0.416662,0.360122,-0.000146,0.416857,0.009666
nhmuk_1291206737.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291206737_math.png,0.677655,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.311399,6.387245,4.850600,1.961897,-0.530176,-0.054059,0.518041,-0.056790,-0.000747,-0.360758,0.000910,0.416982,0.360758,-0.000910,0.418196,0.002619
nhmuk_1291208538.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291208538_math.png,0.680375,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.907971,6.641382,4.947058,2.236848,-0.434725,-0.044910,0.477379,-0.035313,-0.000265,-0.357334,-0.003199,0.426528,0.357334,0.003199,0.422262,0.044688
nhmuk_1291211050.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291211050_math.png,0.719827,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.409787,6.367015,4.875815,1.910191,-0.514434,-0.054787,0.521278,-0.053248,-0.000621,-0.359572,-0.000513,0.418557,0.359572,0.000513,0.417872,0.000989
nhmuk_1291213198.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291213198_math.png,0.676947,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.800469,6.776147,5.169725,1.934697,-0.451925,-0.040059,0.455817,-0.039183,0.000849,-0.359757,-0.000292,0.424808,0.359757,0.000292,0.424418,0.007064
nhmuk_1291215593.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291215593_math.png,0.722411,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.905420,6.906821,5.300095,1.906578,-0.435133,-0.035354,0.434909,-0.035405,0.001500,-0.360014,0.000017,0.426487,0.360014,-0.000017,0.426509,0.011708
nhmuk_1291220249.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291220249_math.png,0.692898,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.627128,6.705787,5.097559,1.936622,-0.479660,-0.042592,0.467074,-0.045423,0.000488,-0.360787,0.000944,0.422034,0.360787,-0.000944,0.423293,0.012774
nhmuk_1291220274.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291220274_math.png,0.691832,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.356677,6.409174,4.791520,1.999661,-0.522932,-0.053270,0.514532,-0.055160,-0.001042,-0.360525,0.000630,0.417707,0.360525,-0.000630,0.418547,0.008250
nhmuk_1291224395.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291224395_math.png,0.683796,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.972670,6.976413,5.228804,1.986191,-0.424373,-0.032849,0.423774,-0.032984,0.001144,-0.360037,0.000045,0.427563,0.360037,-0.000045,0.427623,0.017543
nhmuk_1291227968.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291227968_math.png,0.672825,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.755752,6.815858,5.195859,1.945813,-0.459080,-0.038629,0.449463,-0.040793,0.000979,-0.360601,0.000721,0.424092,0.360601,-0.000721,0.425054,0.007728
nhmuk_1291233757.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291233757_math.png,0.720132,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.959076,6.958457,5.340481,1.848810,-0.426548,-0.033496,0.426647,-0.033473,0.001702,-0.359994,-0.000007,0.427345,0.359994,0.000007,0.427335,0.009348
nhmuk_1291234244.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291234244_math.png,0.673359,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.386598,7.248231,5.500915,2.103853,-0.358144,-0.023064,0.380283,-0.018082,0.002505,-0.358616,-0.001660,0.434186,0.358616,0.001660,0.431972,0.011777
nhmuk_1291254111.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254111_math.png,0.684839,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.471002,6.583340,4.981136,2.081792,-0.504640,-0.047000,0.486666,-0.051044,-0.000094,-0.361123,0.001348,0.419536,0.361123,-0.001348,0.421333,0.020108
nhmuk_1291254134.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254134_math.png,0.696573,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.612375,6.707302,5.102536,1.974830,-0.482020,-0.042537,0.466832,-0.045955,0.000513,-0.360949,0.001139,0.421798,0.360949,-0.001139,0.423317,0.004071
nhmuk_1291254196.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254196_math.png,0.691806,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.929726,6.901753,5.286794,1.930502,-0.431244,-0.035537,0.435719,-0.034530,0.001434,-0.359720,-0.000336,0.426876,0.359720,0.000336,0.426428,0.008848
nhmuk_1291254475.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254475_math.png,0.695741,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.437392,6.536286,4.975557,1.951650,-0.510017,-0.048694,0.494194,-0.052254,-0.000122,-0.360989,0.001187,0.418998,0.360989,-0.001187,0.420581,0.015455
nhmuk_1291254506.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254506_math.png,0.683871,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.383545,6.499924,4.934469,2.038165,-0.518633,-0.050003,0.500012,-0.054192,-0.000328,-0.361164,0.001397,0.418137,0.361164,-0.001397,0.419999,0.008169
nhmuk_1291254796.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254796_math.png,0.722228,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.285160,6.363005,4.811033,1.971291,-0.534374,-0.054932,0.521919,-0.057734,-0.000945,-0.360778,0.000934,0.416563,0.360778,-0.000934,0.417808,0.004312
nhmuk_1291254805.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291254805_math.png,0.701754,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.330217,6.423285,4.822182,2.046858,-0.527165,-0.052762,0.512274,-0.056112,-0.000889,-0.360931,0.001117,0.417283,0.360931,-0.001117,0.418773,0.017546
nhmuk_1291274677.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291274677_math.png,0.661202,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.759242,7.595993,5.761091,2.046871,-0.298521,-0.010544,0.324641,-0.004667,0.003805,-0.358368,-0.001959,0.440148,0.358368,0.001959,0.437536,0.007609
nhmuk_1291274682.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291274682_math.png,0.678024,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.048507,6.852116,5.178235,2.107212,-0.412239,-0.037324,0.443661,-0.030254,0.000891,-0.358036,-0.002357,0.428776,0.358036,0.002357,0.425634,0.031424
nhmuk_1291274702.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291274702_math.png,0.673206,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.322107,6.369736,4.760927,2.002208,-0.528463,-0.054690,0.520842,-0.056404,-0.001195,-0.360476,0.000572,0.417154,0.360476,-0.000572,0.417916,0.017634
nhmuk_1291274761.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_1291274761_math.png,0.691302,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.263288,6.332368,4.764990,1.999036,-0.537874,-0.056035,0.526821,-0.058522,-0.001175,-0.360691,0.000829,0.416213,0.360691,-0.000829,0.417318,0.015628
