source_image,status,reconstruction_path,dorsal_score,view_ok,equation,a,b,c,d,m1,q1,m2,q2,kx,h1,k1,r1,h2,k2,r2,detail_mean
nhmuk_2446313793.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313793_math.png,0.784719,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.976382,6.867818,5.068839,2.368959,-0.423779,-0.036759,0.441149,-0.032850,0.000344,-0.358914,-0.001303,0.427622,0.358914,0.001303,0.425885,0.064156
nhmuk_2446313823.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313823_math.png,0.801150,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.714195,6.714982,4.937944,2.375119,-0.465729,-0.042261,0.465603,-0.042289,-0.000310,-0.360008,0.000009,0.423427,0.360008,-0.000009,0.423440,0.044705
nhmuk_2446313882.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313882_math.png,0.770101,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.723894,6.743537,4.949787,2.248637,-0.464177,-0.041233,0.461034,-0.041940,-0.000251,-0.360196,0.000236,0.423582,0.360196,-0.000236,0.423897,0.052633
nhmuk_2446313919.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313919_math.png,0.756147,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.470119,6.443820,4.732671,2.400143,-0.504781,-0.052022,0.508989,-0.051076,-0.001337,-0.359737,-0.000316,0.419522,0.359737,0.000316,0.419101,0.067053
nhmuk_2446313931.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313931_math.png,0.709999,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.121036,7.132035,5.119809,2.320213,-0.400634,-0.027247,0.398874,-0.027643,0.000599,-0.360110,0.000132,0.429937,0.360110,-0.000132,0.430113,0.060054
nhmuk_2446313943.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313943_math.png,0.825744,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.695360,6.683136,4.984950,2.240488,-0.468742,-0.043407,0.470698,-0.042967,-0.000075,-0.359878,-0.000147,0.423126,0.359878,0.000147,0.422930,0.037001
nhmuk_2446313951.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446313951_math.png,0.762726,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.779444,6.777417,5.037895,2.247016,-0.455289,-0.040013,0.455613,-0.039940,0.000189,-0.359980,-0.000024,0.424471,0.359980,0.000024,0.424439,0.036819
nhmuk_2446314054.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314054_math.png,0.816027,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.684161,6.676757,4.908886,2.357973,-0.470534,-0.043637,0.471719,-0.043370,-0.000456,-0.359926,-0.000089,0.422947,0.359926,0.000089,0.422828,0.048155
nhmuk_2446314123.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314123_math.png,0.829585,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.828378,6.780039,4.922954,2.404168,-0.447459,-0.039919,0.455194,-0.038178,-0.000385,-0.359517,-0.000580,0.425254,0.359517,0.000580,0.424481,0.069893
nhmuk_2446314162.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314162_math.png,0.757305,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.755695,6.760829,4.966577,2.277422,-0.459089,-0.040610,0.458267,-0.040795,-0.000167,-0.360051,0.000062,0.424091,0.360051,-0.000062,0.424173,0.051199
nhmuk_2446314170.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314170_math.png,0.787018,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.560882,6.515897,4.772783,2.423798,-0.490259,-0.049428,0.497457,-0.047808,-0.001136,-0.359550,-0.000540,0.420974,0.359550,0.000540,0.420254,0.068597
nhmuk_2446314279.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314279_math.png,0.837671,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.759892,6.751863,5.069272,1.992486,-0.458417,-0.040933,0.459702,-0.040644,0.000346,-0.359920,-0.000096,0.424158,0.359920,0.000096,0.424030,0.015312
nhmuk_2446314411.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314411_math.png,0.780155,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.473696,7.358448,5.455435,2.143299,-0.344209,-0.019096,0.362648,-0.014947,0.002277,-0.358848,-0.001383,0.435579,0.358848,0.001383,0.433735,0.040913
nhmuk_2446314465.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314465_math.png,0.810128,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.784723,6.713096,4.969407,2.383772,-0.454444,-0.042329,0.465905,-0.039750,-0.000153,-0.359284,-0.000860,0.424556,0.359284,0.000860,0.423410,0.064419
nhmuk_2446314466.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314466_math.png,0.789327,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.953652,6.828282,5.030998,2.199447,-0.427416,-0.038182,0.447475,-0.033669,0.000155,-0.358746,-0.001504,0.427258,0.358746,0.001504,0.425253,0.042942
nhmuk_2446314505.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314505_math.png,0.757025,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.897363,6.830514,5.021131,2.371864,-0.436422,-0.038102,0.447118,-0.035695,0.000106,-0.359332,-0.000802,0.426358,0.359332,0.000802,0.425288,0.060776
nhmuk_2446314602.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314602_math.png,0.789696,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.627729,6.599730,4.863818,2.342463,-0.479563,-0.046410,0.484043,-0.045402,-0.000681,-0.359720,-0.000336,0.422044,0.359720,0.000336,0.421596,0.050202
nhmuk_2446314751.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314751_math.png,0.783832,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.850849,6.784437,5.021248,2.350127,-0.443864,-0.039760,0.454490,-0.037369,0.000106,-0.359336,-0.000797,0.425614,0.359336,0.000797,0.424551,0.066840
nhmuk_2446314762.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314762_math.png,0.810224,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.937512,6.807028,4.973474,2.399320,-0.429998,-0.038947,0.450876,-0.034250,-0.000133,-0.358695,-0.001566,0.427000,0.358695,0.001566,0.424912,0.076703
nhmuk_2446314811.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314811_math.png,0.779362,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.991872,6.927712,5.179204,2.290754,-0.421301,-0.034602,0.431566,-0.032293,0.000896,-0.359358,-0.000770,0.427870,0.359358,0.000770,0.426843,0.046053
nhmuk_2446314813.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314813_math.png,0.802200,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.297501,7.230104,5.407250,2.092771,-0.372400,-0.023716,0.383183,-0.021290,0.002036,-0.359326,-0.000809,0.432760,0.359326,0.000809,0.431682,0.027265
nhmuk_2446314817.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314817_math.png,0.783065,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.906686,6.817169,5.074005,2.134775,-0.434930,-0.038582,0.449253,-0.035359,0.000370,-0.359105,-0.001074,0.426507,0.359105,0.001074,0.425075,0.028471
nhmuk_2446314819.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314819_math.png,0.803223,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.010788,6.930000,5.163052,2.111840,-0.418274,-0.034520,0.431200,-0.031612,0.000815,-0.359192,-0.000969,0.428173,0.359192,0.000969,0.426880,0.031164
nhmuk_2446314939.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314939_math.png,0.779174,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.718510,6.695539,4.914782,2.341020,-0.465038,-0.042961,0.468714,-0.042134,-0.000426,-0.359770,-0.000276,0.423496,0.359770,0.000276,0.423129,0.060498
nhmuk_2446314942.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314942_math.png,0.702193,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.656457,6.627801,4.856775,2.397142,-0.474967,-0.045399,0.479552,-0.044368,-0.000716,-0.359713,-0.000344,0.422503,0.359713,0.000344,0.422045,0.060257
nhmuk_2446314960.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314960_math.png,0.817181,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.589274,6.566844,4.779659,2.379831,-0.485716,-0.047594,0.489305,-0.046786,-0.001102,-0.359776,-0.000269,0.421428,0.359776,0.000269,0.421070,0.061075
nhmuk_2446314961.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314961_math.png,0.797400,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.535153,6.503637,4.797668,2.351917,-0.494376,-0.049869,0.499418,-0.048735,-0.001012,-0.359685,-0.000378,0.420562,0.359685,0.000378,0.420058,0.050095
nhmuk_2446314989.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446314989_math.png,0.792843,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.729159,6.713905,4.902802,2.357439,-0.463335,-0.042299,0.465775,-0.041750,-0.000486,-0.359847,-0.000183,0.423667,0.359847,0.000183,0.423422,0.062938
nhmuk_2446315080.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_2446315080_math.png,0.787555,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.649960,6.591727,4.832110,2.408576,-0.476006,-0.046698,0.485324,-0.044601,-0.000839,-0.359418,-0.000699,0.422399,0.359418,0.000699,0.421468,0.061721
nhmuk_3387288728.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_3387288728_math.png,0.718954,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.214962,6.253574,5.071633,2.370401,-0.545606,-0.058871,0.539428,-0.060261,0.000358,-0.360386,0.000463,0.415439,0.360386,-0.000463,0.416057,0.040550
nhmuk_3387310712.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_3387310712_math.png,0.820076,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",6.729282,6.775422,5.507241,2.387953,-0.463315,-0.040085,0.455932,-0.041746,0.002536,-0.360461,0.000554,0.423669,0.360461,-0.000554,0.424407,0.086699
nhmuk_4413143260.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_4413143260_math.png,0.815823,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.142051,7.403084,5.829033,2.219355,-0.397272,-0.017489,0.355507,-0.026886,0.004145,-0.362610,0.003132,0.430273,0.362610,-0.003132,0.434449,0.034975
nhmuk_4925612041.jpg,saved,museum_butterfly_dorsal/mathequations_shape_fill/reconstructions/nhmuk_4925612041_math.png,0.802127,1,"L1:y=m1*x+q1; L2:y=m2*x+q2; L3:x=kx; C1:(x-h1)^2+(y-k1)^2=r1^2; C2:(x-h2)^2+(y-k2)^2=r2^2; E_i=((x-cx_i)^2/a_i^2)+((y-cy_i)^2/b_i^2); Q=sin(a*x+b*y+2*pi*D)+cos((a+b)*r-c*theta)+0.55*sin((c+phi)*3*x*y+d*D)+0.95*exp(-18*min(|L1|,|L2|,|L3|))+1.10*exp(-30*min(|C1|,|C2|))+sum(exp(-40*|E_i-1|))",7.593359,7.784830,6.071246,2.072355,-0.325063,-0.003746,0.294427,-0.010639,0.005356,-0.361915,0.002298,0.437494,0.361915,-0.002298,0.440557,0.018774
